Series Description,Manufacturing (SIC); s.a. IP,Crude processing (capacity); s.a. IP,Primary & semifinished processing (capacity); s.a. IP,Finished processing (capacity); s.a. IP,Mining  (NAICS = 21); s.a. IP,"Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. IP","Electric and gas utilities  (NAICS = 2211,2); s.a. IP",Natural gas distribution  (NAICS = 2212); s.a. IP,"Food, beverage, and tobacco  (NAICS = 311,2); s.a. IP","Textiles and products  (NAICS = 313,4); s.a. IP","Apparel and leather goods  (NAICS = 315,6); s.a. IP",Wood product  (NAICS = 321); s.a. IP,Paper  (NAICS = 322); s.a. IP,Printing and related support activities  (NAICS = 323); s.a. IP,Petroleum and coal products  (NAICS = 324); s.a. IP,Chemical  (NAICS = 325); s.a. IP,Plastics and rubber products  (NAICS = 326); s.a. IP,Nonmetallic mineral product  (NAICS = 327); s.a. IP,Primary metal  (NAICS = 331); s.a. IP,Fabricated metal product  (NAICS = 332); s.a. IP,Machinery  (NAICS = 333); s.a. IP,Computer and electronic product  (NAICS = 334); s.a. IP,"Electrical equipment, appliance, and component  (NAICS = 335); s.a. IP",Motor vehicles and parts  (NAICS = 3361-3); s.a. IP,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); s.a. IP,Furniture and related product  (NAICS = 337); s.a. IP,Miscellaneous  (NAICS = 339); s.a. IP,Manufacturing (NAICS); s.a. IP,Durable manufacturing (NAICS); s.a. IP,Nondurable manufacturing (NAICS); s.a. IP,Other manufacturing; s.a. IP
2020-04,79.3801,97.4674,83.9957,79.4861,102.943,97.1294,99.3381,113.9405,91.7212,70.1316,66.4271,83.1596,95.2181,68.4775,75.8892,89.5011,76.0974,81.8073,72.87,87.75,80.8782,105.4401,92.0287,21.6852,61.2235,72.9012,76.989,79.6749,73.361,86.6365,69.5286
2020-05,83.0628,89.5366,85.3771,84.5571,91.259,95.2906,97.5429,112.4313,94.669,78.7903,77.5839,86.5112,89.4769,75.3588,76.4419,89.838,79.7235,89.2592,70.4613,90.086,85.1753,104.3632,90.8557,39.2431,71.285,84.0405,79.876,83.4381,79.0279,88.2971,70.6365
2020-06,89.0871,90.4929,89.9671,92.0871,91.9062,100.1527,101.4726,109.7035,97.7933,82.7162,86.0591,89.8715,89.8518,78.7544,79.5752,90.2824,88.3122,93.1356,75.3113,91.6584,89.5912,109.0609,91.8804,81.1418,74.7469,88.7978,88.3219,89.587,88.338,90.9451,72.6985
2020-07,92.6921,93.7761,93.1641,96.5597,96.6972,104.2428,105.1515,110.4591,97.0472,84.7802,84.6871,93.6965,89.8902,82.0264,84.037,91.6956,91.4571,95.0164,79.5409,91.5448,93.8198,110.5596,95.0811,104.9912,80.1031,90.2507,94.3478,93.2777,94.3863,92.0232,73.5938
2020-08,94.1449,94.6419,93.6773,98.1877,97.3094,102.4395,103.3563,108.7391,99.1255,87.1331,92.4666,92.7929,90.2195,82.8983,84.0049,92.8986,94.9793,95.019,83.4858,92.8384,96.9151,112.0159,94.0632,100.8023,84.3192,91.1551,95.9345,94.6289,95.4928,93.6438,78.1909
2020-09,94.1968,94.6724,93.7853,97.33,97.3663,98.7179,100.4418,111.3521,97.7368,90.7102,91.679,93.1286,91.9889,84.6311,83.8097,92.7818,95.2632,93.8659,86.9328,94.9326,97.6092,109.9037,94.279,98.9799,85.5488,91.41,94.3047,94.5951,95.6482,93.4011,80.8994
2020-10,95.5876,95.5429,95.0446,98.1727,96.9128,99.3364,100.3627,106.6038,98.6183,90.0281,95.9617,95.0659,94.5609,88.0077,85.8273,94.4173,96.5405,96.6066,89.0569,94.6665,99.7685,110.7716,97.3839,98.4834,87.8532,91.0481,96.5113,95.9801,96.9376,94.8891,82.4524
2020-11,96.1693,98.1193,94.5368,99.1591,100.2691,98.1903,97.8283,94.8996,99.9373,88.3028,94.5246,95.9483,95.3536,87.575,85.7196,94.4693,95.7029,97.7984,91.5215,95.5021,98.4653,112.1309,97.1672,101.2364,88.7184,90.0502,98.1692,96.6509,97.8928,95.2483,80.2598
2020-12,96.7618,98.2691,96.2537,99.9283,100.4137,102.6613,103.5049,108.4413,100.9639,90.6909,95.4973,99.4364,94.9249,88.2484,88.4716,95.2371,96.5976,100.8761,90.2602,95.4315,99.1194,112.2964,98.1023,100.8366,88.1594,91.3999,98.9735,97.3233,98.2555,96.2567,78.3695
2021-01,98.1839,99.7665,96.6195,101.8091,103.3203,100.6269,100.7853,101.3031,102.0562,91.4373,98.6579,99.0969,93.2329,87.0126,91.6632,95.0755,98.3137,99.6684,91.6318,97.3717,103.7112,113.1156,101.5099,101.4686,93.1179,93.2754,101.2257,98.7911,100.4584,96.9284,78.3639
2021-02,94.5667,89.0262,96.2079,98.7666,94.1543,106.6386,108.254,118.0474,98.377,91.3039,96.974,95.4826,92.4335,85.4802,85.2436,87.7983,97.5216,94.863,91.5797,94.7515,101.0276,112.6096,99.1315,90.6604,93.3465,90.3778,99.045,94.9946,97.3319,92.4129,80.3305
2021-03,97.777,98.9207,96.526,101.5446,105.4408,99.8539,98.9909,93.164,101.4822,93.7151,97.8598,99.3475,96.143,87.8608,94.564,92.4673,96.2126,97.5662,94.0169,98.6542,103.7951,115.3952,101.7584,94.282,94.1888,89.7852,101.9884,98.2512,100.0531,96.2416,82.0738
2021-04,97.5713,100.4802,96.9958,100.5116,104.9223,100.7663,101.6589,106.7816,100.2628,94.3059,97.747,98.5464,95.5261,88.1763,95.9469,97.3698,95.3211,96.5714,97.2909,97.0603,103.4698,116.4576,102.3022,87.4662,91.9069,89.2293,101.1223,98.1511,98.6652,97.5179,78.6144
2021-05,98.3796,103.4694,96.7779,101.2804,106.6637,98.8044,100.2781,108.992,99.9153,93.1116,100.6373,98.6472,95.7822,90.6024,96.1368,100.0285,95.9201,94.3599,95.6427,98.0901,104.6263,119.7513,101.6753,92.0136,90.3426,91.3794,101.8901,99.1008,99.6009,98.4817,75.0525
2021-06,98.1765,103.8137,97.8693,101.2382,106.8253,106.0226,106.3468,108.0314,99.339,92.2684,99.8057,96.9622,93.7651,92.0516,95.6479,100.45,96.6795,95.2308,97.2045,97.88,103.8194,119.843,100.0257,87.4387,94.4206,91.3498,102.248,98.9562,99.4345,98.3603,73.0501
2021-07,99.599,103.7997,97.881,103.3261,107.2098,102.3965,103.1733,107.5993,99.7559,92.8517,100.0147,97.7373,94.7802,92.128,95.4967,100.1692,98.1979,96.356,98.6965,97.9974,106.9202,120.7842,103.2633,94.3785,98.626,90.9858,103.9626,100.4028,102.0087,98.6155,73.7151
2021-08,99.0782,103.0218,98.4564,102.5934,106.6701,105.7047,106.088,108.1492,98.5939,90.9928,101.1139,96.8039,95.2784,91.7436,94.4303,100.0514,98.8297,96.5354,98.0839,98.4397,105.8598,121.2549,101.556,91.7491,96.8585,91.6955,104.2252,99.7745,101.2476,98.1277,76.496
2021-09,98.6094,99.6341,97.8376,102.1772,104.2126,102.4263,103.0335,106.4353,98.9682,93.4045,101.6938,97.5162,95.3093,94.0143,94.2536,98.4344,99.4048,96.7612,97.1596,99.1453,106.4616,119.8456,102.689,85.0716,96.6786,93.1674,104.2911,99.2428,100.4372,97.8899,77.9551
2021-10,99.9493,104.087,99.1665,102.9794,108.6809,104.3003,103.6932,99.899,99.3357,92.217,100.0444,98.0294,95.0953,95.1228,97.8281,100.4879,100.0778,96.2042,98.7329,99.6623,107.0936,119.5015,101.7636,93.6521,98.0188,92.5797,102.8122,100.6092,101.8776,99.177,78.4706
2021-11,100.6307,104.8687,99.2848,103.8904,109.4677,102.2919,102.8567,105.9675,100.1637,93.3292,99.518,98.7442,96.6475,94.6517,96.6166,100.9933,101.531,97.4064,99.2394,100.2713,106.3863,120.5066,101.9723,95.7324,99.6222,92.7429,103.5278,101.2931,102.7042,99.7104,79.0643
